can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$209.14",02/25/2016,"$534.14",Support,Printing - Another Feminist for Hillary,The UPS Store,1052480,A1,F57.4263,201602289009629774,02/28/2016,1052413, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$1,920.00",02/26/2016,"$2,454.14",Support,Paid Distribution - Another Feminist for Hillary (estimated remaining),"Byrd, Jennifer",1052482,A1,F57.4259,201602289009629777,02/28/2016,1052414, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,862.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Gruchacz, Ava",1053188,N,F57.4425,201603039009643102,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,910.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Schreiber, Sophia",1053188,N,F57.4426,201603039009643105,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,958.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Jeffries, Sarah",1053188,N,F57.4427,201603039009643103,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$3,006.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Hale, Madison",1053188,N,F57.4428,201603039009643103,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$89.50",02/27/2016,"$3,096.39",Support,Shipping - Another Feminist for Hillary,FedEx Office,1053188,N,F57.4415,201603039009643102,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$385.49",02/29/2016,"$3,481.88",Support,Printing - Another Feminist for Hillary,FedEx,1053189,N,F57.4354,201603039009643108,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$40.00",02/25/2016,"$253.75",Support,Paid Distribution - Another Feminist for Hillary,"Byrd, Jennifer",1053248,A2,F57.4260,201603049009643683,03/04/2016,1052480, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$209.14",02/25/2016,"$462.89",Support,Printing - Another Feminist for Hillary,The UPS Store,1053248,A2,F57.4263,201603049009643683,03/04/2016,1052480, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$55.00",03/02/2016,"$15,893.80",Support,Printing - Another Feminist for Hillary,Copy Express of Charlotte,1053259,N,F57.4358,201603049009643721,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,085.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Hagstrom, Emily",1053259,N,F57.4359,201603049009643722,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,277.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Tiller, Rain",1053259,N,F57.4387,201603049009643725,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,469.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Rorie, Shacora",1053259,N,F57.4388,201603049009643724,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,661.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Mangum, Nabila",1053259,N,F57.4390,201603049009643723,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$16,853.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Leeper, Gabrielle",1053259,N,F57.4391,201603049009643723,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,045.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Prevatt, Pamula",1053259,N,F57.4392,201603049009643724,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,237.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Moore, Danielle",1053259,N,F57.4393,201603049009643723,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,429.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Sessoms, Tamara",1053259,N,F57.4394,201603049009643725,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,621.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Bonner, Cyera",1053259,N,F57.4395,201603049009643721,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$17,813.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Gruchacz, Ava",1053259,N,F57.4396,201603049009643721,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,005.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Schreiber, Sophia",1053259,N,F57.4397,201603049009643724,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,197.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Jeffries, Sarah",1053259,N,F57.4398,201603049009643722,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$192.00",03/02/2016,"$18,389.80",Support,Paid Distribution - Another Feminist for Hillary (Estimate),"Hale, Madison",1053259,N,F57.4399,201603049009643722,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,DC,00,P,Dem,"$38.86",01/05/2015,"$38.86",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4203,201601069004436528,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,WY,00,P,Dem,"$32.83",01/05/2015,"$32.83",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4202,201601069004436527,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,MD,00,P,Dem,"$339.67",01/05/2015,"$339.67",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4172,201601069004436512,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,MI,00,P,Dem,"$574.53",01/05/2015,"$574.53",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4174,201601069004436513,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,MN,00,P,Dem,"$308.27",01/05/2015,"$308.27",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4175,201601069004436514,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,MO,00,P,Dem,"$348.53",01/05/2015,"$348.53",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4177,201601069004436515,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,MS,00,P,Dem,"$168.88",01/05/2015,"$168.88",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4176,201601069004436514,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,MT,00,P,Dem,"$58.80",01/05/2015,"$58.80",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4178,201601069004436515,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,NC,00,P,Dem,"$558.49",01/05/2015,"$558.49",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4185,201601069004436519,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,ND,00,P,Dem,"$40.38",01/05/2015,"$40.38",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4186,201601069004436519,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,NE,00,P,Dem,"$104.79",01/05/2015,"$104.79",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4179,201601069004436516,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,NH,00,P,Dem,"$78.69",01/05/2015,"$78.69",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4181,201601069004436517,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,NJ,00,P,Dem,"$513.74",01/05/2015,"$513.74",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4182,201601069004436517,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,NM,00,P,Dem,"$118.45",01/05/2015,"$118.45",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4183,201601069004436518,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,NV,00,P,Dem,"$156.10",01/05/2015,"$156.10",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4180,201601069004436516,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,NY,00,P,Dem,"$1,150.45",01/05/2015,"$1,150.45",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4184,201601069004436518,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,OH,00,P,Dem,"$670.89",01/05/2015,"$670.89",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4187,201601069004436520,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,OK,00,P,Dem,"$216.41",01/05/2015,"$216.41",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4188,201601069004436520,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,OR,00,P,Dem,"$227.99",01/05/2015,"$227.99",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4189,201601069004436521,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,PA,00,P,Dem,"$756.53",01/05/2015,"$756.53",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4190,201601069004436521,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,RI,00,P,Dem,"$63.04",01/05/2015,"$63.04",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4191,201601069004436522,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,SC,00,P,Dem,"$272.75",01/05/2015,"$272.75",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4192,201601069004436522,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,SD,00,P,Dem,"$47.06",01/05/2015,"$47.06",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4193,201601069004436523,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,TN,00,P,Dem,"$372.23",01/05/2015,"$372.23",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4194,201601069004436523,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,TX,00,P,Dem,"$1,418.36",01/05/2015,"$1,418.36",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4195,201601069004436524,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,UT,00,P,Dem,"$146.80",01/05/2015,"$146.80",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4196,201601069004436524,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,VA,00,P,Dem,"$473.17",01/05/2015,"$473.17",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4198,201601069004436525,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,VT,00,P,Dem,"$37.93",01/05/2015,"$37.93",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4197,201601069004436525,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,WA,00,P,Dem,"$397.77",01/05/2015,"$397.77",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4199,201601069004436526,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,WI,00,P,Dem,"$332.39",01/05/2015,"$332.39",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4201,201601069004436527,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,WV,00,P,Dem,"$111.46",01/05/2015,"$111.46",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4200,201601069004436526,01/06/2016, ,01/05/2015
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,MA,00,P,Dem,"$392.79",01/05/2015,"$392.79",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1038236,N,SE.4173,201601069004436513,01/06/2016, ,01/05/2015
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P, ,00,P,Dem,"$15.50",01/28/2016,"$14,100.89",Support,Buttons,API,1048799,N,D622730,201602109008453668,02/10/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P, ,00,P,Dem,"$249.61",02/05/2016,"$14,100.89",Support,Hotel for volunteers,Fairfield Inn by Marriott Manchester,1048799,N,D622751,201602109008453668,02/10/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,IA,00,P,Dem,"$1,374.98",01/27/2016,"$1,374.98",Support,T-Shirts/Wristbands,API,1051310,A2,D622368,201602199008515321,02/19/2016,1051279, 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NH,00,P,Dem,"$1,010.43",02/07/2016,"$13,720.84",Support,Hotel for volunteers,Hotels.com,1051291,A1,D622754,201602199008514753,02/19/2016,1048800, 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NH,00,P,Dem,"$7,760.80",02/05/2016,"$12,710.41",Support,Hotel for volunteers,EconoLodge by Choice Hotels,1051287,A1,D622752,201602199008510880,02/19/2016,1048799, 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NH,00,P,Dem,"$4,700.00",02/05/2016,"$12,710.41",Support,Bus for volunteers,Campus Coach Lines,1051287,A1,D622731,201602199008510879,02/19/2016,1048799, 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NH,00,P,Dem,"$249.61",02/05/2016,"$12,710.41",Support,Hotel for volunteers,Fairfield Inn by Marriott Manchester,1051287,A1,D622751,201602199008510879,02/19/2016,1048799, 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,IA,00,P,Dem,"$15.50",01/28/2016,"$1,390.48",Support,Buttons,API,1051287,A1,D622730,201602199008510879,02/19/2016,1048799, 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,IA,00,P,Dem,"$1,374.98",01/27/2016,"$1,374.98",Support,T-Shirts/Wristbands,API,1051279,A1,D622368,201602199008510771,02/19/2016,1048803, 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P, ,00,P,Dem,"$4,700.00",02/05/2016,"$14,100.89",Support,Bus for volunteers,Campus Coach Lines,1048799,N,D622731,201602109008453668,02/10/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P, ,00,P,Dem,"$7,760.80",02/05/2016,"$14,100.89",Support,Hotel for volunteers,EconoLodge by Choice Hotels,1048799,N,D622752,201602109008453669,02/10/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P, ,00,P,Dem,"$1,010.43",02/07/2016,"$15,111.32",Support,Hotel for volunteers,Hotels.com,1048800,N,D622754,201602109008453671,02/10/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P, ,00,P,Dem,"$1,374.98",01/27/2016,"$1,374.98",Support,T-Shirts/Wristbands,API,1048803,N,D622368,201602109008453690,02/10/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NV,00,P,Dem,"$633.88",02/18/2016,"$17,108.15",Support,Hotel for volunteers,The Westin Las Vegas,1051265,N,D623125,201602199008509456,02/19/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NV,00,P,Dem,"$2,480.63",02/18/2016,"$17,108.15",Support,Bus for volunteers,U.S. Coachways Inc.,1051265,N,D623119,201602199008509455,02/19/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NV,00,P,Dem,"$2,802.91",02/18/2016,"$17,108.15",Support,Hotel for volunteers,Holiday Inn Reno-Sparks,1051265,N,D623124,201602199008509456,02/19/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NV,00,P,Dem,"$2,877.53",02/18/2016,"$17,108.15",Support,Bus for volunteers,U.S. Coachways Inc.,1051265,N,D623118,201602199008509455,02/19/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NV,00,P,Dem,"$3,987.20",02/18/2016,"$17,108.15",Support,Hotel for volunteers,Comfort Inn & Suites,1051265,N,D623123,201602199008509456,02/19/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign,P,NV,00,P,Dem,"$4,326.00",02/18/2016,"$17,108.15",Support,Bus for volunteers,S & S Tour USA LLC,1051265,N,D623120,201602199008509455,02/19/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign C90012626,P, ,00,P,Dem,"$1,374.98",01/27/2016,"$1,374.98",Support,T-Shirts/Wristbands,API,1043355,N,D622368,201601279004662290,01/27/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign C90012626,P, ,00,P,Dem,"$249.61",02/05/2016,"$14,100.89",Support,Hotel for volunteers,Fairfield Inn by Marriott Manchester,1048244,N,D622751,201602059008441807,02/05/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign C90012626,P, ,00,P,Dem,"$15.50",01/28/2016,"$14,100.89",Support,Buttons,API,1048244,N,D622730,201602059008441806,02/05/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign C90012626,P, ,00,P,Dem,"$1,010.43",02/07/2016,"$15,111.32",Support,Hotel for volunteers,Hotels.com,1048426,N,D622754,201602089008445951,02/08/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign C90012626,P, ,00,P,Dem,"$4,700.00",02/05/2016,"$14,100.89",Support,Bus for volunteers,Campus Coach Lines,1048244,N,D622731,201602059008441806,02/05/2016, , 
P00003392,"Clinton, Hillary",C90012626,Human Rights Campaign C90012626,P, ,00,P,Dem,"$7,760.80",02/05/2016,"$14,100.89",Support,Hotel for volunteers,EconoLodge by Choice Hotels,1048244,N,D622752,201602059008441807,02/05/2016, , 
P00003392,"Clinton, Hillary",C00508440,Human Rights Campaign Equality Votes,P, ,00,P,Dem,"$1,175.00",02/29/2016,"$2,350.00",Support,Video Production - staff time (nationally disseminated video),Human Rights Campaign,1052687,N,D623237,201602299009631091,02/29/2016, ,02/29/2016
P00003392,"Clinton, Hillary",C00508440,Human Rights Campaign Equality Votes,P, ,00,P,Dem,"$587.50",02/29/2016,"$1,175.00",Support,Video Production - staff time (nationally disseminated video),Human Rights Campaign,1052947,A1,D623237,201603029009635436,03/02/2016,1052687,02/29/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P, ,00,P,Dem,"$4,653.75",02/10/2016,"$170,500.04",Support,Staff Time - Field,Human Rights Campaign,1048850,N,D622796,201602109008453759,02/10/2016, , 
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P, ,00,P,Dem,"$9,653.30",02/03/2016,"$123,410.42",Support,Staff Time - Field,Human Rights Campaign,1047920,N,D622682,201602039008437217,02/03/2016, , 
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,00,P,Dem,"$600.00",02/24/2016,"$2,509.24",Support,Telephone Calls,Impact Dialing,1052076,N,D623174,201602249009621411,02/24/2016, ,02/24/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,NV,00,P,Dem,"$3,959.22",02/25/2016,"$78,469.59",Support,Staff Time - Field,Human Rights Campaign,1052132,N,D623176,201602259009622878,02/25/2016, ,02/25/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P, ,00,P,Dem,"$18,336.00",01/27/2016,"$88,027.66",Support,Mailing,The Pivot Group,1043819,N,D622392,201601289004684251,01/28/2016, , 
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,IA,00,P,Dem,"$2,378.19",03/01/2016,"$61,797.46",Support,Signage,Doyle Printing & Offset,1052785,N,D623254,201603019009631927,03/01/2016, ,01/29/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,00,P,Dem,"$471.00",02/26/2016,"$12,966.41",Support,Transportation for Volunteers,Human Rights Campaign,1052789,A1,D623256,201603019009631939,03/01/2016,1052351,02/26/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,00,P,Dem,"$2,704.00",02/26/2016,"$12,966.41",Support,Hotel for Volunteers,Human Rights Campaign,1052789,A1,D623255,201603019009631937,03/01/2016,1052351,02/26/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,00,P,Dem,"$7,110.17",02/26/2016,"$12,966.41",Support,Staff Time - Field,Human Rights Campaign,1052789,A1,D623225,201603019009631937,03/01/2016,1052351,02/26/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,AL,00,P,Dem,"$176.00",03/01/2016,"$1,103.78",Support,Signage,Doyle Printing & Offset,1052796,N,D623276,201603019009631963,03/01/2016, ,03/01/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,AR,00,P,Dem,"$176.00",03/01/2016,"$1,103.78",Support,Signage,Doyle Printing & Offset,1052796,N,D623277,201603019009631963,03/01/2016, ,03/01/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,GA,00,P,Dem,"$176.00",03/01/2016,"$1,103.78",Support,Signage,Doyle Printing & Offset,1052796,N,D623275,201603019009631962,03/01/2016, ,03/01/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,MA,00,P,Dem,"$176.00",03/01/2016,"$1,103.78",Support,Signage,Doyle Printing & Offset,1052796,N,D623274,201603019009631962,03/01/2016, ,03/01/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,MN,00,P,Dem,"$176.00",03/01/2016,"$1,103.78",Support,Signage,Doyle Printing & Offset,1052796,N,D623273,201603019009631961,03/01/2016, ,03/01/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,MS,00,P,Dem,"$175.99",03/01/2016,"$1,103.77",Support,Signage,Doyle Printing & Offset,1052796,N,D623278,201603019009631964,03/01/2016, ,03/01/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,TX,00,P,Dem,"$176.00",03/01/2016,"$2,959.34",Support,Signage,Doyle Printing & Offset,1052796,N,D623272,201603019009631961,03/01/2016, ,03/01/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P, ,00,P,Dem,"$300.00",03/02/2016,"$51,361.74",Support,Video Production - staff time (nationally disseminated video),Human Rights Campaign,1052959,N,D623284,201603029009635516,03/02/2016, ,03/02/2016
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P, ,00,P,Dem,"$2,743.20",01/24/2016,"$65,414.72",Support,T-Shirts/Stickers/Buttons,API,1043348,N,D622367,201601279004662073,01/27/2016, , 
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P, ,00,P,Dem,"$2,843.20",01/24/2016,"$65,414.72",Support,T-Shirts/Stickers/Buttons,API,1043348,N,D622366,201601279004662073,01/27/2016, , 
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P, ,00,P,Dem,"$16,524.95",01/23/2016,"$65,414.72",Support,Telephone Calls,Stones' Phones,1043348,N,D622364,201601279004662074,01/27/2016, , 
